NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
5R06-55347,Curative Connections,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55348,"Disabilities Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55349,"Diverse Options, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55350,"East Shore Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55351,"ESR, Inc",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55353,"Endeavors Adult Development Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55354,"Handishop Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55355,"Headwaters, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55356,Highline Corporation,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55357,"Hodan Community Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55358,Interfaith Caregivers of Washington County,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55359,"Kenosha Achievement Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55360,"Lauri Jean Zach Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55361,"Harry & Rose Samson Family Jewish Community Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55363,"New Hope Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55364,"Southwest Opportunities Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55365,"Senior Connections, Inc",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55366,"Southwestern WI Community Action Program, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55367,"Mile Bluff Medical Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55368,North Central Health Care,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55370,"St. Coletta of Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55372,United Community Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55373,"Vernon Area Rehabilitation Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55374,"Waushara Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55375,"Wheels of Independence, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55376,Opportunity Development Centers,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55377,"Ventures Unlimited, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55378,Tomahawk Area Interfaith Volunteers,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55379,"ARC of Fond du Lac, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55380,Barron County Developmental Services Inc.  ,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55382,Brooke Industries,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55383,"Community Alternatives, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55384,County of Columbia,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55385,County of Crawford,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55387,County of Manitowoc,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55389,County of Richland,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55390,County of Vernon,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55391,County of Wood,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55393,County of Shawano,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55394,County of Sheboygan,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55395,County of St. Croix,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55397,County of Waupaca,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55398,"Marinette County Committee on Aging, Inc. ",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55399,"VIP Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55400,"Tri-State Regional Ambulance, Inc. ",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55404,"Ashland County Aging Unit, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55405,"Careers Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55406,Covey,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55407,"Goodwill Industries of SE Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55408,"Portal Industries, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55409,"Lutheran Homes of Oshkosh, inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55411,Morrow Home Community,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55412,County of Juneau,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55413,County of Lincoln,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55414,County of Monroe,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55415,Crawford County Opportunity Center,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55416,"Opportunity of North Central Wisconsin, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55434,Bethel Home,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55456,Union Cab of Madison Cooperative,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55458,Tri-County Memorial Hospital,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55605,County of Langlade,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55606,Oconto County Commission on Aging,Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55607,"Grandview Care Center, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
5R06-55608,"Northern Lights Services, Inc.",Reduced Asset Reporter,Asset,5R06,Wisconsin Department of Transportation,State Reporter
60013,City of Port Arthur ,Small Systems Reporter,Urban,6R05,Texas Department of Transportation,State Reporter
60018,Metropolitan Tulsa Transit Authority,Full Reporter: Operating,Urban,6R04,Oklahoma Department of Transportation,State Reporter
60080,Terrebonne Parish Consolidated Government,Small Systems Reporter,Urban,6R02,Louisiana Department of Transportation,State Reporter
60093,Texarkana Urban Transit District,Small Systems Reporter,Urban,6R05,Texas Department of Transportation,State Reporter
60096,University of Oklahoma,Small Systems Reporter,Urban,6R04,Oklahoma Department of Transportation,State Reporter
60113,City of Cleburne,Small Systems Reporter,Urban,6R05,Texas Department of Transportation,State Reporter
60114,STAR Transit,Full Reporter: Operating,Urban,6R05,Texas Department of Transportation,State Reporter
60116,"SPAN, Incorporated",Small Systems Reporter,Urban,6R05,Texas Department of Transportation,State Reporter
60118,City of Edmond,Small Systems Reporter,Urban,A0012,Oklahoma Department of Human Services - Aging Services,Group Plan Sponsor
60130,Alamo Area Council of Governments,Full Reporter: Operating,Urban,6R05,Texas Department of Transportation,State Reporter
60138,North Central Regional Transit District,Small Systems Reporter,Urban,6R03,New Mexico Department of Transportation,State Reporter
60206,"Zia Therapy Center, Inc.",Small Systems Reporter,Urban,6R03,New Mexico Department of Transportation,State Reporter
60260,"Community Services, Inc. ",Small Systems Reporter,Urban,6R05,Texas Department of Transportation,State Reporter
60272,Jicarilla Apache Nation,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
60620,Pueblo of Laguna,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66206,Tesuque Pueblo,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66218,Pueblo of San Ildefonso,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66224,Pueblo of Santa Clara,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66236,Pojoaque Pueblo,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66242,Zuni Pueblo,Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
66248,Pueblo of Nambe',Small Systems Reporter,Tribe,6R03,New Mexico Department of Transportation,State Reporter
6R01-60136,Mid-Delta Transit (MDT),Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60140,"Area Agency on Aging of Southeast Arkansas, Inc. (SEAT)",Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60161,City of Eureka Springs Transit (EST),Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60189,"NW Arkansas Economical Development District, Inc. (NATS)",Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60204,"Crowley's Ridge Development Council, Inc. (NEAT)",Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60246,Central Arkansas Development Council (CADC/SCAT),Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60250,"Black River Area Development, Inc. (BRAD Public Transit)",Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R01-60257,"Area Agency on Aging of Western Arkansas, Inc. (WTS)",Rural Reporter,Rural,6R01,Arkansas Department of Transportation (ARDOT),State Reporter
6R02-60135,Pointe Coupee Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60154,Red River Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60163,Jefferson Davis Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60164,City of DeRidder/Beauregard Transit,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60168,Washington Parish Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60169,Evangeline Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60180,East Feliciana Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60194,Webster Parish Police Jury- OCS,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60195,St Martin Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60198,Calcasieu Office of Community Services,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60199,St Mary Community Action Committee Assoc,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60200,Livingston Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60207,Assumption Parish Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60209,Caldwell Parish Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60211,Vermilion Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60217,West Ouachita Senior Center,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60222,St. James Dept of Human Resource,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60229,Humanitarian Enterprises of Lincoln Parish,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60231,St. Landry Parish Community Action Agency,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60232,Terrebonne Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60234,Claiborne Parish Police Jury OCS,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60235,"Cameron Council on Aging, Inc",Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60247,Avoyelles Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
6R02-60249,Allen Council on Aging,Rural Reporter,Rural,6R02,Louisiana Department of Transportation,State Reporter
