NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Linear Miles,Track Miles,Pre 1930,1930's,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
50027,Metro Transit ,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,75,25,,20,0,Percent,N,BNSF Railway,BNSF Railway owns the track we operate on and has refused to provide Guideway blueprint information. Without the blueprints we cannot differentiate the Guideway Elements. We know that BNSF replaced the signaling on the Northstar line in 2009 and added on PTC signaling in 2010-2019. We have estimated the percentage between decades. We will apply for an FTA Waiver from providing  this information.
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,19.88,0,0,,0,0,0,0,0,0,16.06,3.82,,25,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,22.47,0,0,,0,0,0,0,0,0,4.89,17.58,,20,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,3.08,0,0,,0,0,0,0,0,0,3.08,0,,50,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,0.44,0,0,,0,0,0,0,0,0,0.44,0,,80,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Below-Grade/Retained Cut,,,,0.97,0,0,,0,0,0,0,0,0,0.4,0.57,,80,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,14.2,,,,,,,,,,,,,22,100,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Double Crossover,6,,,,,,,,,,,,,,,,20,100,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,2.1,0,0,,0,0,0,0,0,0,1.9,0.2,,80,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,0.94,0,0,,0,0,0,0,0,0,0.4,0.54,,80,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,1.02,0,0,,0,0,0,0,0,0,0.51,0.51,,80,100,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Grade Crossings,109,,,,,,,,,,,,,,,,25,100,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,5.5,,,,,,,,,,,,,70,100,,N,,"Yard trackage at Target Field, Minneapolis and St. Paul shop facilities."
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,54,46,,30,100,Percent,N,,"We expect the overhead contact wire to have a 30 year life, the messenger wire and hangers to have a 60 year life and the poles to have a 80 year life."
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Single Crossover,31,,,,,,,,,,,,,,,,20,100,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Single Turnout,49,,,,,,,,,,,,,,,,20,100,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Substation Building,30,,,,0,0,,0,0,0,0,0,0,16,14,,40,100,Quantity,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,53,47,,40,100,Percent,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,31.3,,,,,,,,,,,,,42,100,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
50027,Metro Transit ,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,54,46,,40,100,Percent,N,,We expect the electronic signal equipment to have a 20 year life and the field signal equipment to have a 40 year life.
50027,Metro Transit ,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,4.7,,,,,,,,,,,,,,,,,,N,,
50027,Metro Transit ,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,175.8,,,,,,,,,,,,,,,,,,N,,
50033,Interurban Transit Partnership,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,19,,,,,,,,,,,,,,,,,,N,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,,,Urban,RB,DO,,Controlled Access High Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,15.3,,,,,,,,,,,,,,,,,,N,,
50050,Indianapolis and Marion County Public Transportation,Full Reporter,,,Urban,RB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,101.01,0,1.4,,0,26,10,0,23.4,12.6,0.3,26.3,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,15.16,0,0,,49.7,50.3,0,0,0,0,0,0,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,7.02,0,0,,10.4,12.2,38.6,0,35.7,0,0,3.1,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,6.3,38.9,0,,8,8.4,16.4,0,7.5,12.1,0,8.7,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Submerged Tube,,,,0.08,0,0,,100,0,0,0,0,0,0,0,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,53.51,,,,,,,,,,,,,40,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Double Crossover,76,,,,,,,,,,,,,,,,25,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,23.68,13.7,2.2,,0.1,4.4,7.2,0,0.2,26.1,45.1,1,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Retained Fill,,,,36.2,35.4,6,,0,0,16.3,0,3.6,38.7,0,0,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,75.69,43.7,0.3,,0.1,0.1,2.9,0,0.1,37.5,9.3,6,,80,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Grade Crossings,33,,,,,,,,,,,,,,,,20,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Lapped Turnout,4,,,,,,,,,,,,,,,,25,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,40.59,,,,,,,,,,,,,40,100,,N,,Input Yard and Middle Track as Non-Revenue Service Track
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Rail Crossings,32,,,,,,,,,,,,,,,,25,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Single Crossover,150,,,,,,,,,,,,,,,,25,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Single Turnout,355,,,,,,,,,,,,,,,,25,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Slip Switch,40,,,,,,,,,,,,,,,,25,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Substation Building,69,,,,8.7,1.5,,0,2.9,17.4,18.9,10.1,27.5,8.7,4.3,,30,100,Percent,N,,"Majority of substations have an expected service life of 30 years, but some, depending on circumstances, have a life of 24 years."
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,17.4,14.5,18.8,26.1,11.6,11.6,,30,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,171.04,,,,,,,,,,,,,40,100,,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,0,0,,0.3,6.8,0.3,5.3,16.5,34.5,23.5,12.8,,25,100,Percent,N,,Combination of third rail and power cables. Distribution of construction dates is calculated based off of total replacement cost.
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,27.41,27.41,,,,,,,,,,,,,,,Track Miles,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,26.3,8,19.1,42.5,4.1,,25,100,Percent,N,,
50066,Chicago Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,4.1,,,,,,,,,,,,,,,,,,N,,
50096,City of Waukesha ,Full Reporter,A0014,Southeastern Wisconsin Regional Planning Commission,Urban,MB,DO,,Exclusive Fixed Guideway,,5.1,,,,,,,,,,,,,,,,,,N,,
50096,City of Waukesha ,Full Reporter,A0014,Southeastern Wisconsin Regional Planning Commission,Urban,MB,PT,,Exclusive Fixed Guideway,,5.6,,,,,,,,,,,,,,,,,,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,At-Grade/Ballast (including expressway),,,,95.3,0,0,,0,0,0,0,21.7,26.3,24.2,23.1,,40,100,Track Miles,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,At-Grade/In-Street/Embedded,,,,2,0,0,,0,0,0,0,0,0,0,2,,10,100,Track Miles,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,0.2,0,0,,0,0,0,0,0,0,0.2,0,,40,0,Track Miles,N,,The 0.2 miles reported is owned by Metra for which NICTD pay's to operate on this track.  The Metra segment is 100% their capital responsibility.
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Curve - Revenue Service,,,,21.9,,,,,,,,,,,,,30,90.9,,N,,NICTD owns at has 100% capital responsibility for 19.9 miles of curved rail.  The remaining 2 miles are owned by Metra and 100% their capital responsibility.  NICTD contracts with Metra to operate on their line.
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Elevated/Retained Fill,,,,30.3,0,0,,0,0,0,0,29.9,0,0.4,0,,75,5.6,Track Miles,N,,1.7 miles of track reported here are NICTD owned and 100% NICTD capital responsibility.  The other 28.6 miles of track are owned by Metra for which NICTD pay's to operate on this track.  The Metra segment is 100% their capital responsibility.
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Elevated/Steel Viaduct or Bridge,,,,2.6,0.2,0,,0,1.5,0.2,0,0.1,0.1,0.2,0.3,,100,100,Track Miles,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Grade Crossings,138,,,,,,,,,,,,,,,,10,100,,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Non-Revenue Service,,,,3.4,,,,,,,,,,,,,90,100,,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,10,0,0,0,0,0,49,41,,30,100,Percent,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Single Crossover,10,,,,,,,,,,,,,,,,20,100,,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Single Turnout,86,,,,,,,,,,,,,,,,20,100,,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Substation Building,10,,,,8,0,,0,1,0,0,1,0,0,0,,25,100,Quantity,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,80,0,0,20,,30,100,Percent,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Tangent - Revenue Service,,,,105.1,,,,,,,,,,,,,60,88.6,,N,,NICTD owns at has 100% capital responsibility for 93.1 miles of tangent rail.  The remaining 12.4 miles are owned by Metra and 100% their capital responsibility.  NICTD contracts with Metra to operate on their line.
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Track Under Performance Restriction,,,0.21,0.21,,,,,,,,,,,,,,,Track Miles,N,,
50104,Northern Indiana Commuter Transportation District,Full Reporter,,,Urban,CR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,3,66,31,,20,100,Percent,N,,
50113,Pace - Suburban Bus Division,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,68.9,,,,,,,,,,,,,,,,,,N,,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,At-Grade/Ballast (including expressway),,,,989,987,0,,0,0,0,0,0,1,1,0,,40,61,Track Miles,N,"UP,BNSF,CN","SGR,Track Charts, Track DB. Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility."
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,At-Grade/In-Street/Embedded,,,,13,13,0,,0,0,0,0,0,0,0,0,,20,88,Track Miles,N,"UP,BNSF,CN","SGR,Track Charts, Track DB. Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility."
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Below-Grade/Retained Cut,,,,14,14,0,,0,0,0,0,0,0,0,0,,40,100,Track Miles,N,,"SGR,Track Charts, Track DB. Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility."
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Curve - Revenue Service,,,,164,,,,,,,,,,,,,20,69,,N,"UP,BNSF,CN",Info from SGR/Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Elevated/Retained Fill,,,,125,125,0,,0,0,0,0,0,0,0,0,,40,88,Track Miles,N,"UP,BNSF,CN","SGR,Track Charts, Track DB. Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility."
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Elevated/Steel Viaduct or Bridge,,,,31,9,0,,0,2,0,2,6,3,5,4,,40,79,Track Miles,N,"UP,BNSF,CN",From modified Bridge DB. Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Grade Crossings,565,,,,,,,,,,,,,,,,20,72,,N,"UP,BNSF,CN",Info from SPP crossing master list.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Lapped Turnout,3,,,,,,,,,,,,,,,,25,100,,N,UP,Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Non-Revenue Service,,,,92,,,,,,,,,,,,,40,69,,N,"UP,BNSF,CN",Info from SGR/Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Overhead Contact System/Power Distribution,,,,,13.2,0,,0,5.2,28,2.4,9.2,37.3,4.7,0,,80,100,Percent,N,,Info from SGR
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Rail Crossings,76,,,,,,,,,,,,,,,,25,80,,N,"UP, BNSF, CN, NS",Info from SGR/Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Single Crossover,271,,,,,,,,,,,,,,,,25,100,,N,,Metra owned only; Roadway Engineer
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Single Turnout,1600,,,,,,,,,,,,,,,,25,70,,N,"UP,BNSF,CN",Info from SGR/Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Slip Switch,33,,,,,,,,,,,,,,,,25,100,,N,UP,Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Substation Building,16,,,,0,0,,0,0,0,7,8,0,0,1,,60,100,Quantity,N,,Info from SGR
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Substation Equipment,,,,,0,0,,0,30.5,1.9,0.2,10.9,23.5,8.5,24.5,,30,100,Percent,N,,Info from SGR
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Tangent - Revenue Service,,,,916,,,,,,,,,,,,,40,65,,N,"UP,BNSF,CN",Info from SGR/Roadway Engineer.  Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Track Under Performance Restriction,,,30.06,30.06,,,,,,,,,,,,,,,Track Miles,N,,
50118,Northeast Illinois Regional Commuter Railroad Corporation,Full Reporter,,,Urban,CR,DO,,Train Control & Signaling,,,,,1.4,0,,35.4,0.3,5.1,0.5,2.6,10.2,41,3.5,,50,90,Percent,N,"UP,BNSF,CN",Info from SGR. Agreements with contract carriers are subject to revisions and Gross Ton Mileage affects percent agency capital responsibility.
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Curve - Revenue Service,,,,0.48,,,,,,,,,,,,,30,100,,N,,Several curved sections of track have been replaced.
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Elevated/Concrete,,,,2.9,0,0,,0,0,0,0,2.9,0,0,0,,50,100,Track Miles,N,,"The Detroit People Mover is an elevated, automated guideway system. "
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Non-Revenue Service,,,,0.27,,,,,,,,,,,,,50,100,,N,,Track in MCF
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Single Turnout,9,,,,,,,,,,,,,,,,35,100,,N,,"2 on Mail Line-1 replaced.
7 in yard/barn."
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Substation Building,2,,,,0,0,,0,0,0,0,2,0,0,0,,50,100,Quantity,N,,
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,100,0,0,0,,35,100,Percent,N,,
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Tangent - Revenue Service,,,,2.42,,,,,,,,,,,,,50,100,,N,,Tangent track has not been replaced.
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Third Rail/Power Distribution,,,,,0,0,,0,0,0,0,100,0,0,0,,35,100,Percent,N,,
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
50141,Detroit Transportation Corporation,Full Reporter,,,Urban,MG,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,100,0,,15,100,Percent,N,,
50154,Metropolitan Council,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,17.6,,,,,,,,,,,,,,,,,,N,,
50154,Metropolitan Council,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,1.4,,,,,,,,,,,,,,,,,,N,,
50154,Metropolitan Council,Full Reporter,,,Urban,MB,PT,,Exclusive High-Intensity Busway,,57.1,,,,,,,,,,,,,,,,,,N,,
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,At-Grade/Ballast (including expressway),,,,0.05,0,0,,0,0,0,0,0,0,0,0.05,,45,100,Track Miles,N,,EUL of 40-50 years
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,At-Grade/In-Street/Embedded,,,,6.86,0,0,,0,0,0,0,0,0,0,6.86,,45,100,Track Miles,N,,EUL of 40-50 years
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Curve - Revenue Service,,,,0.29,,,,,,,,,,,,,45,100,,N,,EUL of 40-50 years
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Grade Crossings,40,,,,,,,,,,,,,,,,45,100,,N,,M-1 responsible for guideway in Woodward Avenue - the track envelope and related infrastructure only.  City/State responsible for cross streets and majority of Woodward Avenue.
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Non-Revenue Service,,,,0.11,,,,,,,,,,,,,45,100,,N,,EUL of 40-50 years
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,0,0,0,100,,30,100,Percent,N,,
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Single Crossover,2,,,,,,,,,,,,,,,,45,100,,N,,"EUL of 40-50 years
1 at Gratiot
1 at Sibley"
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Substation Building,4,,,,0,0,,0,0,0,0,0,0,0,4,,40,100,Quantity,N,,
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,0,100,,40,100,Percent,N,,
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Tangent - Revenue Service,,,,6.51,,,,,,,,,,,,,45,100,,N,,EUL of 40-50 years
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
50213,M-1 Rail,Full Reporter,,,Urban,SR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,0,100,,20,100,Percent,N,,
50515,University of Minnesota Transit,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,5.2,,,,,,,,,,,,,,,,,,N,,
50516,City of Plymouth,Full Reporter,A0018,Metropolitan Council,Urban,MB,PT,,Exclusive Fixed Guideway,,2.2,,,,,,,,,,,,,,,,,,N,,
50516,City of Plymouth,Full Reporter,A0018,Metropolitan Council,Urban,MB,PT,,Exclusive High-Intensity Busway,,29.3,,,,,,,,,,,,,,,,,,N,,
50518,SouthWest Transit,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,14.5,,,,,,,,,,,,,,,,,,N,,
50518,SouthWest Transit,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,2.5,,,,,,,,,,,,,,,,,,N,,
50518,SouthWest Transit,Full Reporter,,,Urban,MB,PT,,Exclusive High-Intensity Busway,,22.8,,,,,,,,,,,,,,,,,,N,,
50519,Minnesota Valley Transit Authority,Full Reporter,,,Urban,MB,PT,,Controlled Access High Intensity Busway,,45,,,,,,,,,,,,,,,,,,N,,
50519,Minnesota Valley Transit Authority,Full Reporter,,,Urban,MB,PT,,Exclusive Fixed Guideway,,2.5,,,,,,,,,,,,,,,,,,N,,
