Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type,Row Number
55478,Hands of Grace Faith in Action,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1264
55479,"Hardin County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1265
55480,Henry County Transportation Network,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1266
55481,"Highland County Community Action Organization, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1267
55482,"Jackson County Board on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1268
55483,"Jackson-Vinton Community Action, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1269
55484,"Jeffco Workshop, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1270
55485,Kno-Ho-Co-Ashland - Coshocton Community Action Commission,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1271
55486,Licking County Aging Program,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1272
55487,Lucy Idol Center,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1273
55488,Madison County Board of Developmental Disabilities,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1274
55489,Metzenbaum Sheltered Industries,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1275
55490,"Morrow County Services for Older Citizens, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1276
55491,Morrow County Area Transit,Rural Reporter,Rural,5R05,Ohio Department of Transportation,State Reporter,1277
55492,O'Neill Senior Center,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1278
55493,"Preble County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1279
55494,"Putnam County Council on Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1280
55495,"Residential Home for the Developmentally Disabled, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1281
55496,Seneca County Commission On Aging ,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1282
55497,"Services for Aging, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1283
55498,Serving Our Seniors,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1284
55499,Society for Equal Access,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1285
55500,Mary McLeod-Bethune Intervention & Enrichment Center,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1286
55501,Trinity Health System,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1287
55502,"Tuscarawas County Committee on Aging, Inc",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1288
55503,Union County Area Transportation Service,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1289
55504,United Senior Services,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1290
55505,Van Wert County Council on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1291
55506,"Vinton County Senior Citizens, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1292
55507,Wellington Senior Citizens Bus Association Inc.,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1293
55508,West Ohio Community Action Partnership,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1294
55509,Wood County Children's Services Association,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1295
55510,"Woodland Centers, Inc.",Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1296
55511,Wyandot County Council on Aging,Reduced Asset Reporter,Asset,5R05,Ohio Department of Transportation,State Reporter,1297
55512,Ramsey County Regional Railroad Authority,Reduced Asset Reporter,Asset,A0018,Metropolitan Council,Group Plan Sponsor,1298
55513,Xenia Adult Recreation and Services Center,Reduced Asset Reporter,Asset,A0017,Miami Valley Regional Planning Commission,Group Plan Sponsor,1299
55514,Toward Independence,Reduced Asset Reporter,Asset,A0017,Miami Valley Regional Planning Commission,Group Plan Sponsor,1300
55515,Franklin Township,Reduced Asset Reporter,Asset,A0017,Miami Valley Regional Planning Commission,Group Plan Sponsor,1301
55516,Kettering Parks Foundation,Reduced Asset Reporter,Asset,A0017,Miami Valley Regional Planning Commission,Group Plan Sponsor,1302
55517,Rec West Enrichment Center,Reduced Asset Reporter,Asset,A0017,Miami Valley Regional Planning Commission,Group Plan Sponsor,1303
55518,City of Allen Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1304
55519,City of Auburn Hills,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1305
55520,Bedford Health Van,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1306
55521,City of Belleville,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1307
55522,City of Berkley,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1308
55523,Bloomfield Township Senior Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1309
55524,Brandon Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1310
55525,Brownstown Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1311
55527,Catholic Charities of SE Michigan Oakland,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1312
55528,Catholic Charities of SE Michigan Macomb,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1313
55529,City of Southfield Parks and Recreation,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1314
55530,City of Sterling Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1315
55531,City of Clawson,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1316
55532,Clinton Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1317
55534,City of Dearborn,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1318
55535,City of Dearborn Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1319
55536,Downriver Community Conference,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1320
55537,City of Ecorse,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1321
55538,City of Farmington Hills,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1322
55539,City of Ferndale,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1323
55540,City of Fraser,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1324
55541,Golden Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1325
55542,Harrison Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1326
55543,City of Hazel Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1327
55545,Highland Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1328
55546,Village of Holly,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1329
55547,City of Huntington Woods,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1330
55548,Independence Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1331
55549,Jewish Family Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1332
55550,Jewish Vocational Services,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1333
55551,City of Lincoln Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1334
55552,City of Livonia,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1335
55553,Macomb Community Action,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1336
55554,City of Madison Heights,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1337
55555,Monroe County Opportunity Program,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1338
55556,City of Northville,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1339
55557,City of Oak Park,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1340
55558,North Oakland Transportation Authority,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1341
55559,Older Persons Commission,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1342
55560,City of Grosse Pointe Farms,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1343
55562,Recreational Authority of Roseville & Eastpointe,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1344
55563,Richmond Lenox EMS,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1345
55564,City of River Rouge,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1346
55565,City of Romulus,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1347
55566,City of Royal Oak,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1348
55567,Royal Oak Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1349
55568,Shelby Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1350
55569,City of Southgate,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1351
55570,City of St Clair Shores,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1352
55571,STAR Transportation,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1353
55572,Sumpter Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1354
55573,City of Taylor,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1355
55574,City of Trenton,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1356
55575,City of Troy,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1357
55576,City of Walled Lake,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1358
55577,City of Warren,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1359
55578,Waterford Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1360
55579,West Bloomfield Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1361
55580,White Lake Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1362
55581,City of Wyandotte,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1363
55582,Birmingham Area Seniors Coordinating Council d/b/a NEXT,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1364
55583,City of Melvindale,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1365
55584,Mt Clemens,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1366
55585,Nankin Connector,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1367
55586,Redford Township,Reduced Asset Reporter,Asset,A0011,Suburban Mobility Authority for Regional Transportation,Group Plan Sponsor,1368
