State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID,Service Area Sq Miles,Service Area Pop,Primary UZA UACE Code,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service,State Admin Funds Expended
,60019,6019,City of Albuquerque,Transit Department,,ABQRIDE,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,100 1St St Sw,,,Albuquerque,NM,87102.0,3412.0,6,http://www.cabq.gov/transit,1523.0,LPMBLHYVB9J7,235.0,661629.0,1171.0,"Albuquerque, NM",,769837.0,2926.3400385838,263.07,153.0,,153,,,Tier II,,,
,60022,6022,Capital Area Transit System,,CATS,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,2250 Florida St,,,Baton Rouge,LA,70802.0,3125.0,6,http://www.brcats.com/,6106.0,RYCMSEL1FCS3,211.0,367124.0,5680.0,"Baton Rouge, LA",,631326.0,1592.88723816867,396.34,43.0,19.0,62,,,Tier II,,,
,60023,6023,City of Lake Charles,Public Works Department/ Transit Division,,City Of Lake Charles Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,326 Pujo St,,900,Lake Charles,LA,70601.0,4269.0,6,http://www.cityoflakecharles.com/transit,1512.0,E81LM268KAK3,43.0,73474.0,46531.0,"Lake Charles, LA",,162501.0,1272.10286893512,127.74,7.0,,7,,,Tier II,,,
,60024,6024,City of Shreveport,Shreveport Area Transit System,,SporTran,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,1115 Jack Wells Blvd,,7314,Shreveport,LA,71107.0,6613.0,6,http://www.sportran.org/,1994.0,F4F3B64JTAL3,61.0,275213.0,81739.0,"Shreveport, LA",,288052.0,1592.82929172503,180.84,53.0,,53,,,Tier II,,,
,60025,6025,City of Alexandria,Transit ,,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-04-30,2023-10-31,2021 Industrial Park Rd,,,Alexandria,LA,71303.0,4567.0,6,https://www.cityofalexandriala.com/bus-transit-atrans,1508.0,LLE1Z27A9S69,28.0,59659.0,1279.0,"Alexandria, LA",,78305.0,1210.0765443229,64.71,13.0,,13,,,Tier II,,,
,60026,6026,City of Monroe ,Monroe Transit System,MTS,Monroe Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-04-30,2023-10-31,400 Lea Joyner Memorial Expy,,,Monroe,LA,71201.0,7509.0,6,https://monroela.us/government/departments-divisions/transit,1513.0,DDCPKHUG8KU5,31.0,47906.0,58330.0,"Monroe, LA",,119964.0,1318.71264031905,90.97,12.0,,12,,,Tier II,,,
,60032,6032,New Orleans Regional Transit Authority,,NORTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,2817 Canal St,,,New Orleans,LA,70119.0,6301.0,6,http://www.norta.com/,1519.0,R71BUMMQRKZ4,75.0,390144.0,62677.0,"New Orleans, LA",,963212.0,3818.91888249571,270.27,170.0,3.0,173,,,Tier I (Rail),,,
,60033,6033,Rock Region Metropolitan Transit Authority,,,Rock Region METRO,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,901 Maple St,,,North Little Rock,AR,72114.0,4647.0,6,http://rrmetro.org,1506.0,Z58SBNNESS46,111.0,204618.0,50392.0,"Little Rock, AR",,461864.0,1724.56221619354,267.82,66.0,20.0,86,,,Tier I (Rail),,,
,60034,6034,City of Pine Bluff,Transit,PBT,Pine Bluff Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,2300 E Harding Ave,,,Pine Bluff,AR,71601.0,6838.0,6,http://www.cityofpinebluff.com,1507.0,C37MMK3AMMM5,31.0,39495.0,5.0,Arkansas Non-UZA,,1787552.0,0.0,0.0,7.0,,7,,,Tier II,,,
,60035,6035,City of Wichita Falls ,"Aviation, Traffic and Transportation - Public Transportation ",,FallsRide,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,1300 Seventh Street,,,Wichita Falls,TX,76301.0,2305.0,6,http://www.wichitafallstx.gov/339/Falls-Ride---Public-Transportation,1560.0,R737LBFW8T13,71.0,102664.0,95104.0,"Wichita Falls, TX",,97039.0,1910.81451224865,50.78,11.0,11.0,22,,,Tier II,,,
,60038,6038,Lafayette City-Parish Consolidated Government,,LTS,Lafayette Transit System,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-10-31,2024-04-30,705 W University Avenue,,4017,Lafayette,LA,70506.0,3543.0,6,http://www.rideLTS.com,1871.0,YNYLNKW7THY5,49.0,249750.0,46045.0,"Lafayette, LA",,227316.0,1410.14596720142,161.2,11.0,8.0,19,,,Tier II,,,
,60040,6040,City of Abilene ,Transportation,,CityLink,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,555 Walnut St,,,Abilene,TX,79601.0,5254.0,6,http://www.abilenetx.gov/citylink,1528.0,VXVLM73M8PA7,110.0,125182.0,280.0,"Abilene, TX",,118138.0,1906.2753346978,61.97,26.0,2.0,28,,,Tier II,,,
,60041,6041,City of Arlington,Transportation Department,ADOT,Arlington Transportation,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,101 E Abram St,,90231,Arlington,TX,76010.0,1102.0,6,http://www.arlingtontx.gov/transportation,1531.0,SAYUGHQHSXB1,199.0,400032.0,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,12.0,103.0,115,,,Tier II,,,
,60048,6048,Capital Metropolitan Transportation Authority,,CMTA,Capital Metro,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,2910 E 5Th St,,,Austin,TX,78702.0,4817.0,6,http://www.capmetro.org/,5143.0,WPJ4CDV7G9J4,549.0,1359922.0,4384.0,"Austin, TX",,1809888.0,2920.96160186286,619.62,,657.0,657,,,Tier I (Rail),,,
,60049,6049,City of Las Cruces NM,City Managers Office/Transit Department,,RoadRUNNER Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,700 N Main St # 3134,,20000,Las Cruces,NM,88001.0,1120.0,6,https://roadrunner.las-cruces.org,1580.0,J3ZLWA2K1X47,55.0,119691.0,47935.0,"Las Cruces, NM",,139338.0,2161.24822373358,64.47,28.0,,28,,,Tier II,,,
,60051,6051,Corpus Christi Regional Transportation Authority,,CCRTA,The B,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,5658 Bear Ln,,,Corpus Christi,TX,78405.0,4406.0,6,http://www.ccrta.org/,1535.0,VBHHYBP7A7R4,846.0,337974.0,20287.0,"Corpus Christi, TX",,339066.0,2622.85544211455,129.27,42.0,75.0,117,,,Tier II,,,
,60056,6056,Dallas Area Rapid Transit,,DART,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,1401 Pacific Ave,,,Dallas,TX,75202.0,2732.0,6,http://www.dart.org/,5271.0,KC7WDMLHYRL3,698.0,2530800.0,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,542.0,241.0,783,,,Tier I (Rail),,,
,60058,6058,St. Bernard Parish,,SBURT,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,8201 W Judge Perez Dr,,,Chalmette,LA,70043.0,1696.0,6,http://www.sbpg.net/178/transit,1521.0,KUPNNK7HM4R8,24.0,43764.0,62677.0,"New Orleans, LA",,963212.0,3818.91888249571,270.27,2.0,,2,,,Tier II,,,
,60059,6059,Brazos Transit District,,BTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,2117 Nuches Ln,,,Bryan,TX,77803.0,1986.0,6,http://www.btd.org/,5319.0,JLDWNNCYB2P6,74.0,132500.0,18748.0,"College Station--Bryan, TX",,206137.0,2525.38552002678,81.63,67.0,,67,,,Tier II,,,
,60062,6062,"University of Arkansas, Fayetteville",Transit and Parking Department,,Razorback Transit,Reduced Reporter,Urban,University,,,,2023-06-30,2023-10-31,155 Razorback Road Adsb 131,,,Fayetteville,AR,72701.0,4821.0,6,https://parking.uark.edu/transit-services/transit-operations/maps-and-schedules.php,6276.0,NR38GXWJXMD3,18.0,93949.0,29494.0,"Fayetteville--Springdale--Rogers, AR--MO",,373687.0,1884.74057755068,198.27,23.0,,23,,,Tier II,,,
,60068,6068,City of Grand Prairie ,Transportation and Mobility/Transit,,Grand Connection,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,300 W Main St,,534045,Grand Prairie,TX,75050.0,5621.0,6,https://www.gptx.org/city-government/city-departments/transportation-services/transit,5154.0,QZLGDCCP1DW7,81.0,196100.0,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,8.0,17.0,25,,,Tier II,,,
,60070,6070,City of Mesquite,City Administration,,,Separate Service,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,1515 N Galloway Ave,,850137,Mesquite,TX,75149.0,2359.0,6,https://www.cityofmesquite.com/3434/Public-Transportation,1551.0,CQDHJ5L3EMJ5,,,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,,,0,,,Tier II,,,
,60072,6072,Ozark Regional Transit,,ORT,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,2423 E Robinson Ave,,,Springdale,AR,72764.0,309.0,6,http://www.ozark.org/,6263.0,KHKZJH3VK1C1,3253.0,467570.0,29494.0,"Fayetteville--Springdale--Rogers, AR--MO",,373687.0,1884.74057755068,198.27,25.0,,25,,,Tier II,,,
,60077,6077,City of Santa Fe,Transit,SFT,Santa Fe Trails,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,2931 Rufina Street,,,Santa Fe,NM,87507.0,,6,https://santafenm.gov/public-works/transit,2066.0,MUUFWRSZENW8,41.0,85627.0,79363.0,"Santa Fe, NM",,94241.0,2013.64739768251,46.8,29.0,,29,,,Tier II,,,
,60080,6080,Terrebonne Parish Consolidated Government,Public Works/Public Transit,GET,Good Earth Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,4800 Highway 311,,6097,Houma,LA,70360.0,2871.0,6,http://www.tpcg.org/transit,6043.0,X6CFK7JK1NT3,57.0,82939.0,40375.0,"Houma, LA",,145482.0,1533.18234261417,94.89,10.0,,10,,,Tier II,,,
,60081,6081,City of Longview,Transit,COLT,City of Longview Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,300 W Cotton St,,,Longview,TX,75601.0,6222.0,6,http://www.longviewtransit.com/,5029.0,CSHZNNMNQ259,44.0,80445.0,51256.0,"Longview, TX",,107099.0,1186.6103933865,90.26,8.0,,8,,,Tier II,,,
,60086,6086,City of Fort Smith,Transit Department,FST,Fort Smith Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,623 Garrison Ave,,1908,Fort Smith,AR,72901.0,2508.0,6,https://www.fortsmithar.gov/government/departments/transit,5965.0,NQF9UVN3N699,65.0,86209.0,30925.0,"Fort Smith, AR--OK",,125811.0,1700.75899376802,73.97,10.0,,10,,,Tier II,,,
,60088,6088,Jefferson Parish,JP Transit,,Jefferson Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,200 Derbigny St,,,Gretna,LA,70053.0,5850.0,6,http://www.jptransit.org/,1864.0,RRNWFG1XJXK8,94.0,440781.0,62677.0,"New Orleans, LA",,963212.0,3818.91888249571,270.27,,42.0,42,,,Tier II,,,
,60089,6089,City of Tyler,,COT,Tyler Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,700 Skyway Blvd,STE 201,,Tyler,TX,75704.0,6645.0,6,http://www.tylerbus.org/,1556.0,THRNQJCCFW65,56.0,110490.0,89326.0,"Tyler, TX",,131028.0,1607.08313503652,81.53,11.0,10.0,21,,,Tier II,,,
,60090,6090,Lower Rio Grande Valley Development Council,Valley Metro,LRGVDC,,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-12-31,2024-04-30,301 W Railroad St,,,Weslaco,TX,78596.0,5104.0,6,http://www.lrgvdc.org/valleymetro.html,1868.0,FNF8ZNQEWSS9,4645.0,1162453.0,52390.0,"McAllen, TX",,779553.0,2389.671981175,326.22,33.0,,33,,,Tier II,,,
,60091,6091,Hill Country Transit District,,,The Hop,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,4515 W Us Highway 190,,,Belton,TX,76513.0,7467.0,6,http://www.takethehop.com/,5827.0,RJMTS3KE4XX7,8426.0,395300.0,44992.0,"Killeen, TX",,257222.0,2561.38988900482,100.42,67.0,,67,,,Tier II,,,
,60093,6093,Texarkana Urban Transit District,,,T-Line,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,1402 Texas Blvd,,,Texarkana,TX,75501.0,4339.0,6,http://www.t-linebus.org/,7064.0,VMV8PDHGRLN3,73.0,83469.0,87193.0,"Texarkana, TX--AR",,78744.0,1181.64629989128,66.64,10.0,,10,,,Tier II,,,
,60094,6094,City of Lawton ,Planning ,LATS,Lawton Area Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,212 Sw 9Th St,,286,Lawton,OK,73501.0,3944.0,6,http://www.ridelats.com/,1524.0,UJ7VNNPEKLJ6,42.0,91247.0,48394.0,"Lawton, OK",,87464.0,1867.51670794432,46.83,21.0,,21,,,Tier II,,,
,60095,6095,Golden Crescent Regional Planning Commission,,GCRPC,Victoria Transit,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-08-31,2024-01-31,1908 N Laurent St Ste 600,,,Victoria,TX,77901.0,5499.0,6,http://www.gcrpc.org/public-transportation-services.html,5849.0,XAQFG51SF2X3,37.0,65534.0,90514.0,"Victoria, TX",,65986.0,1963.86759881315,33.6,31.0,33.0,64,,,Tier II,,,
,60097,6097,Midland-Odessa Urban Transit District,,,EZ-Rider,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,8007 E Business 20,,,Odessa,TX,79765.0,9409.0,6,http://www.ez-rider.org/,6239.0,T1MFMRLJK169,37.0,99940.0,64864.0,"Odessa, TX",,154818.0,1800.30091005232,86.0,23.0,,23,,,Tier II,,,
,60099,6099,City of McAllen ,Transit Department ,,Metro McAllen,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,1300 W Houston Ave,,,Mcallen,TX,78501.0,5002.0,6,https://www.mcallen.net/metro,6454.0,LNLJPLNR7GF5,49.0,129877.0,52390.0,"McAllen, TX",,779553.0,2389.671981175,326.22,15.0,,15,,,Tier II,,,
,60100,6100,City of Farmington,General Services,,Red Apple Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,800 Municipal Dr,,,Farmington,NM,87401.0,2663.0,6,http://fmtn.org/279/Red-Apple-Transit,6268.0,DCZXXL85LRC7,306.0,97332.0,29278.0,"Farmington, NM",,51763.0,1586.71026728772,32.62,,13.0,13,,,Tier II,,,
,60101,6101,Denton County Transportation Authority,,DCTA,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,1955 Lakeway Dr,STE 260,,Lewisville,TX,75057.0,6440.0,6,http://www.dcta.net/,6464.0,S3G7J1ZR7642,156.0,669186.0,23500.0,"Denton--Lewisville, TX",,429461.0,2853.93988999499,150.48,34.0,160.0,194,,,Tier I (Rail),,,
,60102,6102,Concho Valley Transit District,,CVTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-09-30,2024-01-31,5430 Link Rd,,60050,San Angelo,TX,76904.0,9812.0,6,http://www.cvtd.org/,6608.0,HL4PMNNFQUS6,15355.0,162152.0,78553.0,"San Angelo, TX",,99982.0,2029.39093052884,49.27,37.0,,37,,,Tier II,,,
,60103,6103,"Fort Bend County, Texas",Fort Bend County Public Transportation,FBT,Fort Bend Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,301 Jackson St,,,Richmond,TX,77469.0,3108.0,6,http://www.FBCTransit.org/,6479.0,MJG8N8EPN2L3,861.0,822779.0,40429.0,"Houston, TX",,5853575.0,3339.7733581943,1752.69,,41.0,41,,,Tier II,,,
,60104,6104,City of Jonesboro ,Jonesboro Economical Transportation System,JET,JET,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,300 S Church St,STE 101,1845,Jonesboro,AR,72401.0,2960.0,6,https://www.jonesboro.org/281/JET,6507.0,MPWHV4JQNDF5,39.0,79846.0,43345.0,"Jonesboro, AR",,73781.0,1586.86601095848,46.49,9.0,,9,,,Tier II,,,
,60105,6105,City of Hot Springs,Intracity Transit,HSIT,Hot Springs Intracity Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,324 Malvern Ave,,,Hot Springs National Park,AR,71901.0,5446.0,6,https://www.cityhs.net/164/Intracity-Transit,1504.0,JBMLW6N98W49,35.0,37930.0,40213.0,"Hot Springs, AR",,59133.0,1176.15430166549,50.28,6.0,,6,,,Tier II,,,
,60107,6107,"Texoma Area Paratransit System, Inc",,TAPS,,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,6104 Texoma Pkwy,,,Sherman,TX,75090.0,2128.0,6,http://www.tapsbus.com/,6995.0,U5QNUXKH2JA4,5754.0,320535.0,81631.0,"Sherman--Denison, TX",,66691.0,1732.51746152714,38.49,,14.0,14,,,Tier II,,,
,60108,6108,Harris County, Community & Economic Development Department,,Harris County Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,201 Caroline St,,,Houston,TX,77002.0,1901.0,6,http://www.harriscountytransit.com/,6691.0,JFMKAENLGN81,1703.0,4780913.0,40429.0,"Houston, TX",,5853575.0,3339.7733581943,1752.69,,33.0,33,,,Tier II,,,
,60109,6109,St. Tammany Parish Government,,,STAR Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-12-31,2024-04-30,21490 Koop Dr,Room 327,628,Mandeville,LA,70471.0,7506.0,6,https://www.stpgov.org/transportation/index.php,5699.0,SQSNF2N6GRH3,127.0,275583.0,82468.0,"Slidell, LA",,91587.0,1743.44554447674,52.53,,25.0,25,,,Tier II,,,
,60111,6111,Rio Metro Regional Transit District,,RMRTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-06-30,2023-10-31,809 Copper Ave Nw,,,Albuquerque,NM,87102.0,3009.0,6,http://www.riometro.org/,6989.0,F68JPPENLLM4,990.0,982474.0,1171.0,"Albuquerque, NM",,769837.0,2926.3400385838,263.07,32.0,30.0,62,,,Tier I (Rail),,,
,60112,6112,River Parishes Transit Authority,,RPTA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-12-31,2024-04-30,149 Woodland Dr,,2444,La Place,LA,70068.0,5940.0,6,http://www.rptarolls.org/,6651.0,KGM5EGZ6JSV3,143.0,98704.0,62677.0,"New Orleans, LA",,963212.0,3818.91888249571,270.27,,3.0,3,,,Tier II,,,
,60113,6113,City of Cleburne,City/County Transportation,CCT,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,10 N Robinson St,,,Cleburne,TX,76031.0,5641.0,6,http://www.cleburne.net/index.aspx?NID=148,1588.0,D8NYF9L87666,725.0,171361.0,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,15.0,,15,,,Tier II,,,
,60114,6114,STAR Transit,,STAR,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,2023-08-31,2024-01-31,500 Industrial Blvd,,703,Terrell,TX,75160.0,,6,https://www.startransit.org/,1588.0,QTXRSXQ5GH47,981.0,464887.0,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,50.0,,50,,,Tier II,,,
,60115,6115,Public Transit Services,,PTS,,Reduced Reporter,Urban,Other Publicly-Owned or Privately Chartered Corporation,,,,2023-08-31,2024-01-31,7611 Highway 180 E,,,Mineral Wells,TX,76067.0,9516.0,6,http://www.publictransitservices.org,1588.0,SQ5CP3PDFKW3,1855.0,167246.0,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,14.0,,14,,,Tier II,,,
,60116,6116,"SPAN, Incorporated",,SPAN,,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-09-30,2024-01-31,1800 Malone St,,,Denton,TX,76201.0,1746.0,6,http://span-transit.org/,1588.0,S7N7YC5M5T43,878.0,859064.0,23500.0,"Denton--Lewisville, TX",,429461.0,2853.93988999499,150.48,29.0,,29,,,Tier II,,,
,60117,6117,North Central Texas Council of Governments,,NCTCOG,,Planning Reporter,Urban,"MPO, COG or Other Planning Agency",,,,2023-09-30,2024-01-31,616 Six Flags Dr,,5888,Arlington,TX,76011.0,6347.0,6,http://www.nctcog.org/,1588.0,P18BK5F8VPN3,,,22042.0,"Dallas--Fort Worth--Arlington, TX",,5732354.0,3281.45024743112,1746.9,,,0,,,Tier II,,,
,60118,6118,City of Edmond,Planning,,Citylink,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,24 E 1St St,,2970,Edmond,OK,73034.0,3804.0,6,https://www.edmondok.gov/205/Citylink-Edmond,1525.0,GPDHN1ZVXG38,90.0,97032.0,65080.0,"Oklahoma City, OK",,982276.0,2329.15872484839,421.73,,11.0,11,,,Tier II,,,
,60119,6119,Harris County Improvement District 1 a.k.a. Uptown-Houston,,HCID1,,Building Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,2023-06-30,2023-10-31,1980 Post Oak Blvd Ste 1700,,,Houston,TX,77056.0,3825.0,6,http://www.uptown-houston.com/,6777.0,PHN8FN1YJNM9,,,40429.0,"Houston, TX",,5853575.0,3339.7733581943,1752.69,,,0,,,Tier II,,,
,60120,6120,Westchase District,,,,Building Reporter,Urban,State Government Unit or Department of Transportation,,,,2023-12-31,2024-04-30,10370 Richmond Ave,STE 1350,,Houston,TX,77042.0,4141.0,6,http://www.westchasedistrict.com/,7012.0,UCNQL73PLMW3,,,40429.0,"Houston, TX",,5853575.0,3339.7733581943,1752.69,,,0,,,Tier II,,,
,60121,6121,Greater Southeast Management District,,GSMD,,Building Reporter,Urban,State Government Unit or Department of Transportation,,,,2023-12-31,2024-04-30,5445 Almeda Rd,STE 503,,Houston,TX,77004.0,7450.0,6,http://www.greatersoutheastonline.com/,6616.0,GMK6EJWCH4F1,,,40429.0,"Houston, TX",,5853575.0,3339.7733581943,1752.69,,,0,,,Tier II,,,
